,Id,lid,Output_Voucher_No,Output_Voucher_Date,Output_Item_Code,FG_Name,Output_Item_Name,Output_Batch_No,Output_Purity,Output_Recovery,Output_UOM,Output_Quantity,JobWork_Rate,JobWork_Value,Output_Rate,Output_Value,Consume_lid,Consume_Voucher_No,Consume_Voucher_Date,Consume_Item_Code,Consume_Item_Name,Consume_Batch_No,Consume_UOM,Consume_Quantity,Consume_Rate,Consume_Value
298,299,451845,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459759.0,SSM2425JWGRN00029,2024-04-28,26000028,"RECOVERED 2,4 DCT",24EDCBL1040009,KGS,32.0,116.48,3727.23
299,300,451845,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459759.0,SSM2425JWGRN00029,2024-04-28,26000028,"RECOVERED 2,4 DCT",25CDCBL1020003,KGS,26.0,116.47,3028.22
300,301,451845,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459759.0,SSM2425JWGRN00029,2024-04-28,26000028,"RECOVERED 2,4 DCT",25BDCBL1020003,KGS,2827.0,116.47,329262.81
301,302,456424,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459759.0,SSM2425JWGRN00029,2024-04-28,26000028,"RECOVERED 2,4 DCT",25CDCBL1020004,KGS,2597.0,194.87,302474.33
302,303,29458,SSM2223JWGRN00030,05/05/2022,31000028,N-METHYL-2-OXO-2-PHENYLACETAMIDE,N-METHYL-2-OXO-2-PHENYLACETAMIDE,#008/22,,,KGS,1880.0,150.0,282000.0,2277.05,4280859.23,,,,,,,,,,
303,304,16804,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29458.0,SSM2223JWGRN00030,2022-05-05,28000018,EPGO SFG,,KGS,2300.0,2607.15,2758367.0
304,305,7827,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29458.0,SSM2223JWGRN00030,2022-05-05,28000018,EPGO SFG,,KGS,16.0,1104.64,17674.27
305,306,7827,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29458.0,SSM2223JWGRN00030,2022-05-05,28000018,EPGO SFG,,KGS,9.0,1195.93,10763.35
306,307,7827,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29458.0,SSM2223JWGRN00030,2022-05-05,28000018,EPGO SFG,,KGS,272.0,1171.18,318562.11
307,308,7827,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29458.0,SSM2223JWGRN00030,2022-05-05,28000018,EPGO SFG,,KGS,403.0,9700.43,528492.79
308,309,16804,,,,N-METHYL-2-OXO-2-PHENYLACETAMIDE,,,,,,,,,,,29458.0,SSM2223JWGRN00030,2022-05-05,26000130,NMOPA TOLUENE ML,,KGS,236.0,36.44,2360.0
309,310,459782,SSM2425JWGRN00030,01/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#08/24,0,0,KGS,6945.0,0.0,0.0,104.82,727972.0,,,,,,,,,,
310,311,456424,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459782.0,SSM2425JWGRN00030,2024-05-01,26000028,"RECOVERED 2,4 DCT",25CDCBL1020004,KGS,1748.0,289.51,203590.73
311,312,456424,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459782.0,SSM2425JWGRN00030,2024-05-01,26000028,"RECOVERED 2,4 DCT",25BDCBL1020004,KGS,3407.0,116.47,396813.94
312,313,458602,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459782.0,SSM2425JWGRN00030,2024-05-01,26000028,"RECOVERED 2,4 DCT",24BDCBL1020022,KGS,15.0,118.61,1779.16
313,314,458602,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459782.0,SSM2425JWGRN00030,2024-05-01,26000028,"RECOVERED 2,4 DCT",25BDCBL1020002,KGS,405.0,116.47,47170.71
314,315,458602,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,459782.0,SSM2425JWGRN00030,2024-05-01,26000028,"RECOVERED 2,4 DCT",25BDCBL1020005,KGS,675.0,431.37,78617.46
315,316,29466,SSM2223JWGRN00031,07/05/2022,31000028,N-METHYL-2-OXO-2-PHENYLACETAMIDE,N-METHYL-2-OXO-2-PHENYLACETAMIDE,#009(P-II),,,KGS,950.0,150.0,142500.0,3169.76,3011269.14,,,,,,,,,,
316,317,7827,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29466.0,SSM2223JWGRN00031,2022-05-07,28000018,EPGO SFG,,KGS,2000.0,1954.64,2622793.01
317,318,16804,,,,N-METHYL-2-OXO-2-PHENYLACETAMIDE,,,,,,,,,,,29466.0,SSM2223JWGRN00031,2022-05-07,26000130,NMOPA TOLUENE ML,,KGS,236.0,36.44,2360.0
318,319,240070,SSM2324JWGRN00031,22/04/2023,26000008,"2,3 DI CHLORO PYRIDINE","2,3 DCP CRUDE",#12+13/24,0,0,KGS,882.0,50.0,44100.0,296.22,261269.37,,,,,,,,,,
319,320,227948,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,240070.0,SSM2324JWGRN00031,2023-04-22,26000009,"2,3 DCP IIND CROP",23DDCPY1110126,KGS,1376.0,15.19,8817.76
320,321,227948,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,240070.0,SSM2324JWGRN00031,2023-04-22,26000009,"2,3 DCP IIND CROP",23DDCPY1110127,KGS,400.0,32.5,12999.8
321,322,227948,,,,"2,3 DI CHLORO PYRIDINE",,,,,,,,,,,240070.0,SSM2324JWGRN00031,2023-04-22,26000009,"2,3 DCP IIND CROP",23DDCPY1110128,KGS,924.0,25.0,21344.22
322,323,464600,SSM2425JWGRN00031,08/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#09/24,0,0,KGS,6915.0,0.0,0.0,106.17,734160.08,,,,,,,,,,
323,324,464600,SSM2425JWGRN00031,08/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#09/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
324,325,458602,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,464600.0,SSM2425JWGRN00031,2024-05-08,26000028,"RECOVERED 2,4 DCT",25BDCBL1020005,KGS,1250.0,232.94,145587.89
325,326,29481,SSM2223JWGRN00032,09/05/2022,31000028,N-METHYL-2-OXO-2-PHENYLACETAMIDE,N-METHYL-2-OXO-2-PHENYLACETAMIDE,#010/22,,,KGS,2024.0,150.0,303600.0,1174.92,2378032.38,,,,,,,,,,
326,327,7827,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29481.0,SSM2223JWGRN00032,2022-05-09,28000018,EPGO SFG,,KGS,578.0,6763.45,757987.18
327,328,7827,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29481.0,SSM2223JWGRN00032,2022-05-09,28000018,EPGO SFG,,KGS,922.0,757.92,698800.9
328,329,17305,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,29481.0,SSM2223JWGRN00032,2022-05-09,28000018,EPGO SFG,,KGS,500.0,1515.84,378959.27
329,330,16804,,,,N-METHYL-2-OXO-2-PHENYLACETAMIDE,,,,,,,,,,,29481.0,SSM2223JWGRN00032,2022-05-09,26000130,NMOPA TOLUENE ML,,KGS,236.0,36.44,2360.0
330,331,240145,SSM2324JWGRN00032,23/04/2023,26000083,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,4-FTMP CRUDE,#16+17/23,0,0,KGS,1195.0,180.81,216067.95,1703.96,2036230.42,,,,,,,,,,
331,332,464610,SSM2425JWGRN00032,08/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#10/24,0,0,KGS,6865.0,0.0,0.0,107.96,741178.73,,,,,,,,,,
332,333,464610,SSM2425JWGRN00032,08/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#10/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
333,334,458602,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,464610.0,SSM2425JWGRN00032,2024-05-08,26000028,"RECOVERED 2,4 DCT",25BDCBL1020005,KGS,575.0,506.39,66970.43
334,335,458602,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,464610.0,SSM2425JWGRN00032,2024-05-08,26000028,"RECOVERED 2,4 DCT",25CDCBL1020005,KGS,3800.0,116.46,442530.23
335,336,460355,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,464610.0,SSM2425JWGRN00032,2024-05-08,26000028,"RECOVERED 2,4 DCT",24BDCBL1020022,KGS,443.0,118.61,52544.43
336,337,460355,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,464610.0,SSM2425JWGRN00032,2024-05-08,26000028,"RECOVERED 2,4 DCT",25CDCBL1020006,KGS,432.0,1271.81,46539.36
337,338,33854,SSM2223JWGRN00033,24/05/2022,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,AAL/082/22-23,,,KGS,640.0,0.0,0.0,25.23,16144.5,,,,,,,,,,
338,339,15905,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,33854.0,SSM2223JWGRN00033,2022-05-24,26000157,MGDM RECOVERED METHANOL,,KGS,34.0,774.27,170.0
339,340,15905,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,33854.0,SSM2223JWGRN00033,2022-05-24,26000196,MGDM DISTILLED METHANOL,,KGS,743.0,21.5,15974.5
340,341,240442,SSM2324JWGRN00033,21/04/2023,26000204,DIMETHYL-2-METHYL GLUTARATE,MGN PURE,#25/23,0,0,KGS,7340.0,16.0,117440.0,198.83,1459422.57,,,,,,,,,,
341,342,465086,SSM2425JWGRN00033,08/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#11/24,0,0,KGS,6955.0,0.0,0.0,105.11,731065.28,,,,,,,,,,
342,343,465086,SSM2425JWGRN00033,08/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#11/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
343,344,37236,SSM2223JWGRN00034,30/05/2022,26000083,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,4-FTMP CRUDE,#37-#40,,,KGS,2423.0,161.0,390103.0,2863.64,6938606.04,,,,,,,,,,
344,345,240456,SSM2324JWGRN00034,22/04/2023,26000204,DIMETHYL-2-METHYL GLUTARATE,MGN PURE,#27/23,0,0,KGS,7380.0,16.0,118080.0,198.26,1463148.25,,,,,,,,,,
345,346,38016,SSM2223JWGRN00035,04/06/2022,28000026,3-BROMO-1-(3-CHLOROPYRIDINE-2-YL)-1H-PYRAZOLE-5-CARBOXYLIC ACID,BCPA SFG,#005/22,,,KGS,74.0,10.0,740.0,10427.19,771612.33,,,,,,,,,,
346,347,36182,,,,3-BROMO-1-(3-CHLOROPYRIDINE-2-YL)-1H-PYRAZOLE-5-CARBOXYLIC ACID,,,,,,,,,,,38016.0,SSM2223JWGRN00035,2022-06-04,26000190,BCPA (WET POWDER),,KGS,91.0,8471.12,770872.33
347,348,240467,SSM2324JWGRN00035,23/04/2023,26000204,DIMETHYL-2-METHYL GLUTARATE,MGN PURE,#28/23,0,0,KGS,5590.0,16.0,89440.0,198.25,1108239.34,,,,,,,,,,
348,349,465678,SSM2425JWGRN00035,09/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#12/24,0,0,KGS,7005.0,0.0,0.0,101.01,707573.48,,,,,,,,,,
349,350,465678,SSM2425JWGRN00035,09/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#12/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
350,351,460355,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,465678.0,SSM2425JWGRN00035,2024-05-09,26000028,"RECOVERED 2,4 DCT",25CDCBL1020006,KGS,3750.0,146.51,403987.48
351,352,39476,SSM2223JWGRN00036,01/06/2022,26000083,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,4-FTMP CRUDE,#41+42/22,,,KGS,1067.0,161.0,171787.0,3192.77,3406690.37,,,,,,,,,,
352,353,24162,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39476.0,SSM2223JWGRN00036,2022-06-01,26000086,4-FTMP RECOVERED TOLUENE,,KGS,1000.0,7.85,4544.77
353,354,241196,SSM2324JWGRN00036,23/04/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#04+05/23,0,0,KGS,1800.0,335.0,603000.0,2266.43,4079574.91,,,,,,,,,,
354,355,231680,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,241196.0,SSM2324JWGRN00036,2023-04-23,26000170,"2,6 DMBN (STAGE-II) RECOVERED TOLUENE",23BDMBA2140001	,KGS,1842.0,7.47,9209.79
355,356,231680,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,241196.0,SSM2324JWGRN00036,2023-04-23,26000170,"2,6 DMBN (STAGE-II) RECOVERED TOLUENE",23BDMBA1050002,KGS,1548.0,5.0,7740.0
356,357,232237,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,241196.0,SSM2324JWGRN00036,2023-04-23,26000173,"2,6 DMBA (STAGE-III) RECOVERED EDC",23BDMBA3190005,KGS,1708.0,0.0,0.0
357,358,466501,SSM2425JWGRN00036,10/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#13/24,0,0,KGS,6865.0,0.0,0.0,104.31,716118.26,,,,,,,,,,
358,359,466501,SSM2425JWGRN00036,10/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#13/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
359,360,460355,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,466501.0,SSM2425JWGRN00036,2024-05-10,26000028,"RECOVERED 2,4 DCT",25CDCBL1020006,KGS,918.0,598.5,98896.14
360,361,460355,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,466501.0,SSM2425JWGRN00036,2024-05-10,26000028,"RECOVERED 2,4 DCT",24BDCBL1020022,KGS,2.0,118.61,237.22
361,362,462834,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,466501.0,SSM2425JWGRN00036,2024-05-10,26000028,"RECOVERED 2,4 DCT",25BDCBL1020006,KGS,3700.0,110.65,409391.7
362,363,462834,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,466501.0,SSM2425JWGRN00036,2024-05-10,26000028,"RECOVERED 2,4 DCT",25BDCBL1020006,KGS,70.0,110.65,7745.25
363,364,463841,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,466501.0,SSM2425JWGRN00036,2024-05-10,26000028,"RECOVERED 2,4 DCT",24EDCBL1040009,KGS,149.0,116.48,17354.9
364,365,463841,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,466501.0,SSM2425JWGRN00036,2024-05-10,26000028,"RECOVERED 2,4 DCT",24EDCBL2040001,KGS,661.0,123.27,78397.39
365,366,39489,SSM2223JWGRN00037,03/06/2022,26000083,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,4-FTMP CRUDE,#43+44/22,,,KGS,1319.0,161.0,212359.0,2628.68,3467233.93,,,,,,,,,,
366,367,24162,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39489.0,SSM2223JWGRN00037,2022-06-03,26000086,4-FTMP RECOVERED TOLUENE,,KGS,1727.0,4.55,7848.82
367,368,24162,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39489.0,SSM2223JWGRN00037,2022-06-03,26000086,4-FTMP RECOVERED TOLUENE,,KGS,1822.0,3.71,8695.83
368,369,241288,SSM2324JWGRN00037,25/04/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#06/23,0,0,KGS,900.0,335.0,301500.0,2257.99,2032194.73,,,,,,,,,,
369,370,467678,SSM2425JWGRN00037,11/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#14/24,0,0,KGS,6965.0,0.0,0.0,100.08,697066.72,,,,,,,,,,
370,371,467678,SSM2425JWGRN00037,11/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#14/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
371,372,463841,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,467678.0,SSM2425JWGRN00037,2024-05-11,26000028,"RECOVERED 2,4 DCT",24EDCBL2040001,KGS,26.0,3133.89,3083.71
372,373,463841,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,467678.0,SSM2425JWGRN00037,2024-05-11,26000028,"RECOVERED 2,4 DCT",24EDCBL2040002,KGS,659.0,116.47,76752.24
373,374,463841,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,467678.0,SSM2425JWGRN00037,2024-05-11,26000028,"RECOVERED 2,4 DCT",25CDCBL1020007,KGS,3065.0,153.85,332244.77
374,375,39639,SSM2223JWGRN00038,04/06/2022,31000028,N-METHYL-2-OXO-2-PHENYLACETAMIDE,N-METHYL-2-OXO-2-PHENYLACETAMIDE,#BLD,,,KGS,973.0,150.0,145950.0,1701.15,1655216.95,,,,,,,,,,
375,376,25879,,,,N-METHYL-2-OXO-2-PHENYLACETAMIDE,,,,,,,,,,,39639.0,SSM2223JWGRN00038,2022-06-04,31000028,N-METHYL-2-OXO-2-PHENYLACETAMIDE,#009/22(P-I),KGS,305.0,3076.3,938271.71
376,377,17305,,,,ETHYL PHENYL GLYOXYLATE-98%,,,,,,,,,,,39639.0,SSM2223JWGRN00038,2022-06-04,28000018,EPGO SFG,22EPGO1050001,KGS,500.0,1515.84,378959.27
377,378,16804,,,,"N,N DI ISO PROPYL ETHYL AMINE",,,,,,,,,,,39639.0,SSM2223JWGRN00038,2022-06-04,26000117,DIPA WIP (IST CUT),#052/21-22,KGS,648.0,219.6,142300.8
378,379,241299,SSM2324JWGRN00038,25/04/2023,31000009,"2,6 DIMETHOXY BENZOIC ACID","2,6 DIMETHOXY BENZOIC ACID",#07/23,0,0,KGS,900.0,335.0,301500.0,2267.56,2040808.48,,,,,,,,,,
379,380,231680,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,241299.0,SSM2324JWGRN00038,2023-04-25,26000168,"2,6 DMBN (STAGE-II) TOLUENE MLR",23BDMBA2010018,KGS,1368.0,5.0,6840.0
380,381,231680,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,241299.0,SSM2324JWGRN00038,2023-04-25,26000168,"2,6 DMBN (STAGE-II) TOLUENE MLR",23BDMBA1050001	,KGS,300.0,5.0,1500.0
381,382,231680,,,,"2,6 DIMETHOXY BENZOIC ACID",,,,,,,,,,,241299.0,SSM2324JWGRN00038,2023-04-25,26000168,"2,6 DMBN (STAGE-II) TOLUENE MLR",23BDMBA1050002,KGS,152.0,14.15,760.0
382,383,39778,SSM2223JWGRN00039,08/06/2022,26000083,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,4-FTMP CRUDE,#45+46+47/22,0,0,KGS,1722.0,161.0,277242.0,3206.83,5522159.95,,,,,,,,,,
383,384,35628,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39778.0,SSM2223JWGRN00039,2022-06-08,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP1020007,KGS,268.0,20.98,1561.24
384,385,35628,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39778.0,SSM2223JWGRN00039,2022-06-08,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP1020009,KGS,582.0,5.09,2964.02
385,386,35628,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39778.0,SSM2223JWGRN00039,2022-06-08,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP10200010,KGS,504.0,5.63,2835.15
386,387,199363,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39778.0,SSM2223JWGRN00039,2022-06-08,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP2020003,KGS,382.0,4.51,1722.22
387,388,199363,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39778.0,SSM2223JWGRN00039,2022-06-08,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP1020008,KGS,1043.0,5.5,5737.73
388,389,199363,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,39778.0,SSM2223JWGRN00039,2022-06-08,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP1020009,KGS,583.0,5.09,2969.11
389,390,242003,SSM2324JWGRN00039,22/04/2023,26000196,DIMETHYL-2-METHYL GLUTARATE,MGDM DISTILLED METHANOL,#26/23,0,0,KGS,6270.0,11.0,68970.0,19.33,121205.0,,,,,,,,,,
390,391,225455,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,242003.0,SSM2324JWGRN00039,2023-04-22,26000157,MGDM RECOVERED METHANOL,23CMGDM3010070,KGS,3529.0,7.08,17645.0
391,392,225455,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,242003.0,SSM2324JWGRN00039,2023-04-22,26000157,MGDM RECOVERED METHANOL,	23CMGDM4020068,KGS,270.0,5.0,1350.0
392,393,230068,,,,DIMETHYL-2-METHYL GLUTARATE,,,,,,,,,,,242003.0,SSM2324JWGRN00039,2023-04-22,26000157,MGDM RECOVERED METHANOL,24CMGDM3010001,KGS,6648.0,5.31,33240.0
393,394,469809,SSM2425JWGRN00039,15/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#15/24,0,0,KGS,6935.0,0.0,0.0,104.86,727175.51,,,,,,,,,,
394,395,469809,SSM2425JWGRN00039,15/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#15/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
395,396,43528,SSM2223JWGRN00040,09/06/2022,26000083,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,4-FTMP CRUDE,#048/22,,,KGS,756.0,161.0,121716.0,2422.06,1831078.22,,,,,,,,,,
396,397,39759,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,43528.0,SSM2223JWGRN00040,2022-06-09,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP1010012,KGS,1026.0,7.63,7830.81
397,398,39759,,,,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,,,,,,,,,,,43528.0,SSM2223JWGRN00040,2022-06-09,26000086,4-FTMP RECOVERED TOLUENE,23DFTMP1020013,KGS,765.0,7.53,5758.8
398,399,242687,SSM2324JWGRN00040,27/04/2023,31000040,"4-HYDROXY-3-(2,4,6-TRIMETHYLPHENYL)-1-OXASPIRO[4.4]NON-3-EN-2-ONE","4-HYDROXY-3-(2,4,6-TRIMETHYLPHENYL)-1-OXASPIRO[4.4]NON-3-EN-2-ONE",24-SPIR0000001,99.58,100,KGS,1015.0,228.0,231420.0,1572.52,1596109.05,,,,,,,,,,
399,400,242687,SSM2324JWGRN00040,27/04/2023,26000008,"2,3 DI CHLORO PYRIDINE","2,3 DCP CRUDE",24-SPIR0000001,0,0,KGS,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,
400,401,227436,,,,C-5 HYDROXY ESTER,,,,,,,,,,,242687.0,SSM2324JWGRN00040,2023-04-27,28000014,C-5 HYDROXY ESTER SFG,23ECFIV2020079,KGS,760.0,1855.86,339760.55
401,402,227436,,,,"2,4,6 TRIMETHYL PHENYL ACETYL CHLORIDE",,,,,,,,,,,242687.0,SSM2324JWGRN00040,2023-04-27,28000003,"2,4,6 TMPAC SFG",24ATMPA4040001	,KGS,919.0,791.12,353516.25
402,403,472914,SSM2425JWGRN00040,18/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#16/24,0,0,KGS,7105.0,0.0,0.0,109.12,775267.98,,,,,,,,,,
403,404,472914,SSM2425JWGRN00040,18/05/2024,26000029,"2,4 DICHLORO BENZOYL CHLORIDE","2,4 DCBC CRUDE",#16/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
404,405,463841,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",25CDCBL1020007,KGS,1285.0,366.96,139293.48
405,406,465246,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",24EDCBL2040002,KGS,52.0,116.47,6056.32
406,407,465246,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",24EDCBL2040003,KGS,474.0,130.37,61796.47
407,408,465246,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",25CDCBL1020005,KGS,102.0,264.82,27011.66
408,409,465246,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",25BDCBL1020005,KGS,682.0,116.47,79433.89
409,410,465246,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",24BDCBL1020022,KGS,87.0,118.61,10319.11
410,411,465246,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",25BDCBL1020006,KGS,30.0,110.65,3319.39
411,412,465246,,,,"2,4 DICHLORO BENZOYL CHLORIDE",,,,,,,,,,,472914.0,SSM2425JWGRN00040,2024-05-18,26000028,"RECOVERED 2,4 DCT",24EDCBL1040004,KGS,538.0,246.36,62660.56
412,413,45492,SSM2223JWGRN00041,18/06/2022,26000189,3-BROMO-1-(3-CHLOROPYRIDINE-2-YL)-1H-PYRAZOLE-5-CARBOXYLIC ACID,BCPA (STAGE-III) DRY POWDER,#006/22,,,KGS,102.0,10.0,1020.0,7524.58,767507.2,,,,,,,,,,
413,414,44182,,,,3-BROMO-1-(3-CHLOROPYRIDINE-2-YL)-1H-PYRAZOLE-5-CARBOXYLIC ACID,,,,,,,,,,,45492.0,SSM2223JWGRN00041,2022-06-18,26000184,BCPA (STAGE-III) WET POWDER,,KGS,107.0,7163.43,766487.2
